"Esophagitis, Peptic", "Esophagitis, Peptic"
"Prostatic Neoplasms", "Prostatic Neoplasms"
"Cerebral Hemorrhage", "Cerebral Hemorrhage"
"Polycystic Kidney, Autosomal Dominant", "Polycystic Kidney, Autosomal Dominant"
"Vitamin K Deficiency", "Vitamin K Deficiency"
"Friedreich Ataxia", "Friedreich Ataxia"
"Cleft Lip", "Cleft Lip"
"Balanitis Xerotica Obliterans", "Balanitis Xerotica Obliterans"
"Cardiac Output, Low", "Cardiac Output, Low"
"Eisenmenger Complex", "Eisenmenger Complex"
"Scimitar Syndrome", "Scimitar Syndrome"
"Leukemia, Myeloid", "Leukemia, Myeloid"
"Coagulation Protein Disorders", "Coagulation Protein Disorders"
"Rhinoscleroma", "Rhinoscleroma"
"Tracheal Diseases", "Tracheal Diseases"
"Darier Disease", "Darier Disease"
"Heart Injuries", "Heart Injuries"
"Drug-Related Side Effects and Adverse Reactions", "Drug-Related Side Effects and Adverse Reactions"
"Limbic Encephalitis", "Limbic Encephalitis"
"Lymphoma, Mantle-Cell", "Lymphoma, Mantle-Cell"
"Fractures, Bone", "Fractures, Bone"
"Encephalitis, Japanese", "Encephalitis, Japanese"
"Carcinoma, Skin Appendage", "Carcinoma, Skin Appendage"
"Causalgia", "Causalgia"
"Sneezing", "Sneezing"
"Synovitis, Pigmented Villonodular", "Synovitis, Pigmented Villonodular"
"Lassa Fever", "Lassa Fever"
"Myocardial Reperfusion Injury", "Myocardial Reperfusion Injury"
"Carbohydrate Metabolism, Inborn Errors", "Carbohydrate Metabolism, Inborn Errors"
"Carcinoid Tumor", "Carcinoid Tumor"
"Hammer Toe Syndrome", "Hammer Toe Syndrome"
"Shoulder Pain", "Shoulder Pain"
"Coronary Stenosis", "Coronary Stenosis"
"Cardiotoxicity", "Cardiotoxicity"
"Anterior Compartment Syndrome", "Anterior Compartment Syndrome"
"Diplopia", "Diplopia"
"Adenoma, Chromophobe", "Adenoma, Chromophobe"
"Hepatopulmonary Syndrome", "Hepatopulmonary Syndrome"
"Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis", "Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis"
"Adenocarcinoma, Bronchiolo-Alveolar", "Adenocarcinoma, Bronchiolo-Alveolar"
"Fetal Membranes, Premature Rupture", "Fetal Membranes, Premature Rupture"
"Ocular Motility Disorders", "Ocular Motility Disorders"
"Lower Extremity Deformities, Congenital", "Lower Extremity Deformities, Congenital"
"Herpes Zoster Ophthalmicus", "Herpes Zoster Ophthalmicus"
"Trigger Finger Disorder", "Trigger Finger Disorder"
"Granuloma", "Granuloma"
"Gastrointestinal Neoplasms", "Gastrointestinal Neoplasms"
"Ascorbic Acid Deficiency", "Ascorbic Acid Deficiency"
"Dementia, Multi-Infarct", "Dementia, Multi-Infarct"
"Diabetes Mellitus", "Diabetes Mellitus"
"Asphyxia", "Asphyxia"
"Vaccinia", "Vaccinia"
"Pyoderma", "Pyoderma"
"Brain Contusion", "Brain Contusion"
"Neoplasms, Glandular and Epithelial", "Neoplasms, Glandular and Epithelial"
"Folic Acid Deficiency", "Folic Acid Deficiency"
"Bunion", "Bunion"
"Mastodynia", "Mastodynia"
"Nephrosclerosis", "Nephrosclerosis"
"Epilepsy, Frontal Lobe", "Epilepsy, Frontal Lobe"
"Diabetes Insipidus, Neurogenic", "Diabetes Insipidus, Neurogenic"
"Lice Infestations", "Lice Infestations"
"Granulomatosis with Polyangiitis", "Granulomatosis with Polyangiitis"
"Hair Diseases", "Hair Diseases"
"Hemorrhoids", "Hemorrhoids"
"Eye Infections", "Eye Infections"
"Lysosomal Storage Diseases, Nervous System", "Lysosomal Storage Diseases, Nervous System"
"Osteoarthritis, Knee", "Osteoarthritis, Knee"
"Kidney Failure, Chronic", "Kidney Failure, Chronic"
"Urethral Neoplasms", "Urethral Neoplasms"
"Skin Ulcer", "Skin Ulcer"
"Hemobilia", "Hemobilia"
"Ichthyosis Vulgaris", "Ichthyosis Vulgaris"
"Subarachnoid Hemorrhage, Traumatic", "Subarachnoid Hemorrhage, Traumatic"
"Renal Osteodystrophy", "Renal Osteodystrophy"
"Ureteral Obstruction", "Ureteral Obstruction"
"Epstein-Barr Virus Infections", "Epstein-Barr Virus Infections"
"Arthritis, Gouty", "Arthritis, Gouty"
"Myoma", "Myoma"
"Schizophrenia, Disorganized", "Schizophrenia, Disorganized"
"Trachoma", "Trachoma"
"Adenomyoepithelioma", "Adenomyoepithelioma"
"Jaw Fractures", "Jaw Fractures"
"Insulinoma", "Insulinoma"
"Cheyne-Stokes Respiration", "Cheyne-Stokes Respiration"
"Altitude Sickness", "Altitude Sickness"
"Hypothalamic Neoplasms", "Hypothalamic Neoplasms"
"Pleurisy", "Pleurisy"
"Tympanic Membrane Perforation", "Tympanic Membrane Perforation"
"Prodromal Symptoms", "Prodromal Symptoms"
"Leukemia, Myelomonocytic, Chronic", "Leukemia, Myelomonocytic, Chronic"
"Alveolitis, Extrinsic Allergic", "Alveolitis, Extrinsic Allergic"
"Burning Mouth Syndrome", "Burning Mouth Syndrome"
"Bronchial Fistula", "Bronchial Fistula"
"Neuroacanthocytosis", "Neuroacanthocytosis"
"Pregnancy, Cornual", "Pregnancy, Cornual"
"Alphavirus Infections", "Alphavirus Infections"
"Tetany", "Tetany"
"Dipetalonema Infections", "Dipetalonema Infections"
"Esophageal Fistula", "Esophageal Fistula"
"Candidiasis, Chronic Mucocutaneous", "Candidiasis, Chronic Mucocutaneous"
"Postoperative Nausea and Vomiting", "Postoperative Nausea and Vomiting"
"Plasmacytoma", "Plasmacytoma"
"Gangliosidosis, GM1", "Gangliosidosis, GM1"
"Embolism, Fat", "Embolism, Fat"
"Asperger Syndrome", "Asperger Syndrome"
"Gait Apraxia", "Gait Apraxia"
"Myositis, Inclusion Body", "Myositis, Inclusion Body"
"Carbon Monoxide Poisoning", "Carbon Monoxide Poisoning"
"Genital Diseases, Male", "Genital Diseases, Male"
"Hepatitis C", "Hepatitis C"
"Lentivirus Infections", "Lentivirus Infections"
"Pneumonia, Mycoplasma", "Pneumonia, Mycoplasma"
"Cryptorchidism", "Cryptorchidism"
"Thyroid Carcinoma, Anaplastic", "Thyroid Carcinoma, Anaplastic"
"Nephrosis, Lipoid", "Nephrosis, Lipoid"
"Neuroaspergillosis", "Neuroaspergillosis"
"Herpes Labialis", "Herpes Labialis"
"Catastrophic Illness", "Catastrophic Illness"
"Pneumococcal Infections", "Pneumococcal Infections"
"Rabies", "Rabies"
"Compassion Fatigue", "Compassion Fatigue"
"Pierre Robin Syndrome", "Pierre Robin Syndrome"
"Gastric Antral Vascular Ectasia", "Gastric Antral Vascular Ectasia"
"Abducens Nerve Diseases", "Abducens Nerve Diseases"
"Facial Nerve Injuries", "Facial Nerve Injuries"
"Pneumonia, Bacterial", "Pneumonia, Bacterial"
"Neurotoxicity Syndromes", "Neurotoxicity Syndromes"
"Fructose Intolerance", "Fructose Intolerance"
"Fallopian Tube Diseases", "Fallopian Tube Diseases"
"Pancoast Syndrome", "Pancoast Syndrome"
"Trigeminal Neuralgia", "Trigeminal Neuralgia"
"Shaken Baby Syndrome", "Shaken Baby Syndrome"
"Uterine Prolapse", "Uterine Prolapse"
"Egg Hypersensitivity", "Egg Hypersensitivity"
"Hernia, Ventral", "Hernia, Ventral"
"Compartment Syndromes", "Compartment Syndromes"
"Stress, Psychological", "Stress, Psychological"
"Mixed Connective Tissue Disease", "Mixed Connective Tissue Disease"
"Microphthalmos", "Microphthalmos"
"Hepatitis, Chronic", "Hepatitis, Chronic"
"Retinal Artery Occlusion", "Retinal Artery Occlusion"
"Subcutaneous Emphysema", "Subcutaneous Emphysema"
"Histiocytosis, Langerhans-Cell", "Histiocytosis, Langerhans-Cell"
"Corneal Endothelial Cell Loss", "Corneal Endothelial Cell Loss"
"Osteoradionecrosis", "Osteoradionecrosis"
"Factor X Deficiency", "Factor X Deficiency"
"Osteitis", "Osteitis"
"Encephalomyelitis, Equine", "Encephalomyelitis, Equine"
"Vasoplegia", "Vasoplegia"
"Astigmatism", "Astigmatism"
"Heart Block", "Heart Block"
"Intellectual Disability", "Intellectual Disability"
"Mediastinal Emphysema", "Mediastinal Emphysema"
"Osteosarcoma", "Osteosarcoma"
"Hemangioma, Cavernous", "Hemangioma, Cavernous"
"Retroperitoneal Fibrosis", "Retroperitoneal Fibrosis"
"Flatfoot", "Flatfoot"
"Loeys-Dietz Syndrome", "Loeys-Dietz Syndrome"
"Malingering", "Malingering"
"Encephalomyelitis, Western Equine", "Encephalomyelitis, Western Equine"
"Ageusia", "Ageusia"
"Pre-Excitation Syndromes", "Pre-Excitation Syndromes"
"Celiac Disease", "Celiac Disease"
"Incisional Hernia", "Incisional Hernia"
"Arachnoiditis", "Arachnoiditis"
"Alkaptonuria", "Alkaptonuria"
"Neurofibroma", "Neurofibroma"
"Periapical Abscess", "Periapical Abscess"
"Dyslipidemias", "Dyslipidemias"
"Borderline Personality Disorder", "Borderline Personality Disorder"
"Seizures", "Seizures"
"Tinea Capitis", "Tinea Capitis"
"Median Neuropathy", "Median Neuropathy"
"Adenocarcinoma, Papillary", "Adenocarcinoma, Papillary"
"Anemia, Iron-Deficiency", "Anemia, Iron-Deficiency"
"Atypical Hemolytic Uremic Syndrome", "Atypical Hemolytic Uremic Syndrome"
"Anemia, Neonatal", "Anemia, Neonatal"
"Glomerulosclerosis, Focal Segmental", "Glomerulosclerosis, Focal Segmental"
"Spinal Fractures", "Spinal Fractures"
"Somnambulism", "Somnambulism"
"Mood Disorders", "Mood Disorders"
"Inferior Wall Myocardial Infarction", "Inferior Wall Myocardial Infarction"
"Neoplasms, Neuroepithelial", "Neoplasms, Neuroepithelial"
"Carcinoma in Situ", "Carcinoma in Situ"
"Hemostatic Disorders", "Hemostatic Disorders"
"Glucagonoma", "Glucagonoma"
"Osteoporosis, Postmenopausal", "Osteoporosis, Postmenopausal"
"Adenomatous Polyposis Coli", "Adenomatous Polyposis Coli"
"Neuroleptic Malignant Syndrome", "Neuroleptic Malignant Syndrome"
"Adrenal Gland Neoplasms", "Adrenal Gland Neoplasms"
"Fructose Metabolism, Inborn Errors", "Fructose Metabolism, Inborn Errors"
"Tooth Avulsion", "Tooth Avulsion"
"Sleep Apnea, Obstructive", "Sleep Apnea, Obstructive"
"Communication Disorders", "Communication Disorders"
"Phlebitis", "Phlebitis"
"Sex Chromosome Disorders of Sex Development", "Sex Chromosome Disorders of Sex Development"
"Klippel-Trenaunay-Weber Syndrome", "Klippel-Trenaunay-Weber Syndrome"
"War-Related Injuries", "War-Related Injuries"
"Endophthalmitis", "Endophthalmitis"
"Stupor", "Stupor"
"Bullying", "Bullying"
"Birth Injuries", "Birth Injuries"
"Rotator Cuff Injuries", "Rotator Cuff Injuries"
"Mumps", "Mumps"
"Primary Dysautonomias", "Primary Dysautonomias"
"Factor VII Deficiency", "Factor VII Deficiency"
"Vitiligo", "Vitiligo"
"Oral Hemorrhage", "Oral Hemorrhage"
"Brain Edema", "Brain Edema"
"Myoclonic Epilepsies, Progressive", "Myoclonic Epilepsies, Progressive"
"Temporomandibular Joint Dysfunction Syndrome", "Temporomandibular Joint Dysfunction Syndrome"
"Laron Syndrome", "Laron Syndrome"
"Fetal Hypoxia", "Fetal Hypoxia"
"Encopresis", "Encopresis"
"Keratoconjunctivitis", "Keratoconjunctivitis"
"Herpesviridae Infections", "Herpesviridae Infections"
"Space Motion Sickness", "Space Motion Sickness"
"Torticollis", "Torticollis"
"Rothmund-Thomson Syndrome", "Rothmund-Thomson Syndrome"
"Anhedonia", "Anhedonia"
"Trypanosomiasis, African", "Trypanosomiasis, African"
"Acute Disease", "Acute Disease"
"Hidradenitis Suppurativa", "Hidradenitis Suppurativa"
"Adiposis Dolorosa", "Adiposis Dolorosa"
"Vitamin D Deficiency", "Vitamin D Deficiency"
"Dysgerminoma", "Dysgerminoma"
"Peri-Implantitis", "Peri-Implantitis"
"Alstrom Syndrome", "Alstrom Syndrome"
"Crigler-Najjar Syndrome", "Crigler-Najjar Syndrome"
"Dentin Sensitivity", "Dentin Sensitivity"
"Fetal Distress", "Fetal Distress"
"Metal Metabolism, Inborn Errors", "Metal Metabolism, Inborn Errors"
"Myopia", "Myopia"
"Granulosa Cell Tumor", "Granulosa Cell Tumor"
"Genital Neoplasms, Male", "Genital Neoplasms, Male"
"Conjunctivitis, Inclusion", "Conjunctivitis, Inclusion"
"Mouth, Edentulous", "Mouth, Edentulous"
"Sphingolipidoses", "Sphingolipidoses"
"Athletic Injuries", "Athletic Injuries"
"Common Variable Immunodeficiency", "Common Variable Immunodeficiency"
"Amputation, Traumatic", "Amputation, Traumatic"
"Hypersomnolence, Idiopathic", "Hypersomnolence, Idiopathic"
"Lymphoma, Follicular", "Lymphoma, Follicular"
"Corneal Opacity", "Corneal Opacity"
"Compulsive Personality Disorder", "Compulsive Personality Disorder"
"Hyperhidrosis", "Hyperhidrosis"
"Peritonsillar Abscess", "Peritonsillar Abscess"
"Carcinosarcoma", "Carcinosarcoma"
"Embolism, Paradoxical", "Embolism, Paradoxical"
"Renal Tubular Transport, Inborn Errors", "Renal Tubular Transport, Inborn Errors"
"Reperfusion Injury", "Reperfusion Injury"
"Adrenocortical Carcinoma", "Adrenocortical Carcinoma"
"Spinal Cord Diseases", "Spinal Cord Diseases"
"Adamantinoma", "Adamantinoma"
"Dental Fissures", "Dental Fissures"
"Syphilis", "Syphilis"
"Root Caries", "Root Caries"
"Hepadnaviridae Infections", "Hepadnaviridae Infections"
"Proctitis", "Proctitis"
"Canavan Disease", "Canavan Disease"
"Empyema", "Empyema"
"Smear Layer", "Smear Layer"
"Cholesteatoma", "Cholesteatoma"
"Craniosynostoses", "Craniosynostoses"
"Asphyxia Neonatorum", "Asphyxia Neonatorum"
"Hypertriglyceridemia", "Hypertriglyceridemia"
"Neoplasms, Second Primary", "Neoplasms, Second Primary"
"Schistosomiasis", "Schistosomiasis"
"Sciatica", "Sciatica"
"Amnesia, Transient Global", "Amnesia, Transient Global"
"Pulmonary Embolism", "Pulmonary Embolism"
"Pyloric Stenosis", "Pyloric Stenosis"
"Peanut Hypersensitivity", "Peanut Hypersensitivity"
"Obstetric Labor, Premature", "Obstetric Labor, Premature"
"Angina Pectoris, Variant", "Angina Pectoris, Variant"
"Aortic Valve Stenosis", "Aortic Valve Stenosis"
"Tissue Adhesions", "Tissue Adhesions"
"Nevus, Pigmented", "Nevus, Pigmented"
"Hypoglossal Nerve Diseases", "Hypoglossal Nerve Diseases"
"Central Nervous System Fungal Infections", "Central Nervous System Fungal Infections"
"Dilatation, Pathologic", "Dilatation, Pathologic"
"Tic Disorders", "Tic Disorders"
"Illusions", "Illusions"
"Disease", "Disease"
"Myocarditis", "Myocarditis"
"Insect Bites and Stings", "Insect Bites and Stings"
"Crohn Disease", "Crohn Disease"
"Premenstrual Dysphoric Disorder", "Premenstrual Dysphoric Disorder"
"Stress Disorders, Traumatic", "Stress Disorders, Traumatic"
"Encephalitis", "Encephalitis"
"Sebaceous Gland Diseases", "Sebaceous Gland Diseases"
"Buruli Ulcer", "Buruli Ulcer"
"Adrenal Cortex Diseases", "Adrenal Cortex Diseases"
"Takotsubo Cardiomyopathy", "Takotsubo Cardiomyopathy"
"Central Nervous System Infections", "Central Nervous System Infections"
"Mouth Abnormalities", "Mouth Abnormalities"
"Keratoconus", "Keratoconus"
"Ureterolithiasis", "Ureterolithiasis"
"Meningocele", "Meningocele"
"Endocrine System Diseases", "Endocrine System Diseases"
"Hyperbilirubinemia", "Hyperbilirubinemia"
"Hallux Varus", "Hallux Varus"
"Porphyria, Variegate", "Porphyria, Variegate"
"Hepatitis C, Chronic", "Hepatitis C, Chronic"
"Mastoiditis", "Mastoiditis"
"Airway Remodeling", "Airway Remodeling"
"Epididymitis", "Epididymitis"
"Tooth Mobility", "Tooth Mobility"
"Von Willebrand Disease, Type 1", "Von Willebrand Disease, Type 1"
"Conjunctivitis, Viral", "Conjunctivitis, Viral"
"Bone Diseases, Developmental", "Bone Diseases, Developmental"
"Leishmaniasis, Mucocutaneous", "Leishmaniasis, Mucocutaneous"
"Endotoxemia", "Endotoxemia"
"Multiple Chronic Conditions", "Multiple Chronic Conditions"
"Autoimmune Diseases of the Nervous System", "Autoimmune Diseases of the Nervous System"
"Endocarditis, Subacute Bacterial", "Endocarditis, Subacute Bacterial"
"Leukemia, Hairy Cell", "Leukemia, Hairy Cell"
"Hypertension, Renovascular", "Hypertension, Renovascular"
"Tuberculosis, Pleural", "Tuberculosis, Pleural"
"Thoracic Injuries", "Thoracic Injuries"
"Optic Atrophy", "Optic Atrophy"
"Fusariosis", "Fusariosis"
"Astrocytoma", "Astrocytoma"
"Mental Fatigue", "Mental Fatigue"
"Skin Diseases, Metabolic", "Skin Diseases, Metabolic"
"Hepatolenticular Degeneration", "Hepatolenticular Degeneration"
"Legionnaires' Disease", "Legionnaires' Disease"
"Hypertensive Encephalopathy", "Hypertensive Encephalopathy"
"Xerophthalmia", "Xerophthalmia"
"Hemothorax", "Hemothorax"
"Acidosis, Respiratory", "Acidosis, Respiratory"
"Intermittent Claudication", "Intermittent Claudication"
"Klebsiella Infections", "Klebsiella Infections"
"Premenstrual Syndrome", "Premenstrual Syndrome"
"Genu Valgum", "Genu Valgum"
"Mitral Valve Prolapse", "Mitral Valve Prolapse"
"Amyloidosis, Familial", "Amyloidosis, Familial"
"Lymphedema", "Lymphedema"
"Acquired Immunodeficiency Syndrome", "Acquired Immunodeficiency Syndrome"
"Basal Ganglia Diseases", "Basal Ganglia Diseases"
"Neoplastic Cells, Circulating", "Neoplastic Cells, Circulating"
"Meconium Aspiration Syndrome", "Meconium Aspiration Syndrome"
"Brain Damage, Chronic", "Brain Damage, Chronic"
"Vestibular Neuronitis", "Vestibular Neuronitis"
"Angiomyolipoma", "Angiomyolipoma"
"Purpura, Thrombocytopenic, Idiopathic", "Purpura, Thrombocytopenic, Idiopathic"
"Fibrosarcoma", "Fibrosarcoma"
"Streptococcal Infections", "Streptococcal Infections"
"Carcinoma, Adenosquamous", "Carcinoma, Adenosquamous"
"Pain, Postoperative", "Pain, Postoperative"
"Flaviviridae Infections", "Flaviviridae Infections"
"Anti-Glomerular Basement Membrane Disease", "Anti-Glomerular Basement Membrane Disease"
"Speech Disorders", "Speech Disorders"
"Peptic Ulcer", "Peptic Ulcer"
"Mouth Neoplasms", "Mouth Neoplasms"
"Glomerulonephritis, IGA", "Glomerulonephritis, IGA"
"Leukemia, Lymphocytic, Chronic, B-Cell", "Leukemia, Lymphocytic, Chronic, B-Cell"
"Carcinoma, Squamous Cell", "Carcinoma, Squamous Cell"
"Fabry Disease", "Fabry Disease"
"Stuttering", "Stuttering"
"Drug Eruptions", "Drug Eruptions"
"Acanthamoeba Keratitis", "Acanthamoeba Keratitis"
"Urticaria Pigmentosa", "Urticaria Pigmentosa"
"Breast Diseases", "Breast Diseases"
"Muir-Torre Syndrome", "Muir-Torre Syndrome"
"Ectodermal Dysplasia 1, Anhidrotic", "Ectodermal Dysplasia 1, Anhidrotic"
"Dermatitis, Contact", "Dermatitis, Contact"
"Salmonella Food Poisoning", "Salmonella Food Poisoning"
"Osteoarthropathy, Primary Hypertrophic", "Osteoarthropathy, Primary Hypertrophic"
"Upper Extremity Deep Vein Thrombosis", "Upper Extremity Deep Vein Thrombosis"
"Hearing Loss, High-Frequency", "Hearing Loss, High-Frequency"
"Knee Injuries", "Knee Injuries"
"Afibrinogenemia", "Afibrinogenemia"
"Precursor T-Cell Lymphoblastic Leukemia-Lymphoma", "Precursor T-Cell Lymphoblastic Leukemia-Lymphoma"
"Urethral Stricture", "Urethral Stricture"
"REM Sleep Behavior Disorder", "REM Sleep Behavior Disorder"
"Papillomavirus Infections", "Papillomavirus Infections"
"Tuberous Sclerosis", "Tuberous Sclerosis"
"Urination Disorders", "Urination Disorders"
"Ocular Hypotension", "Ocular Hypotension"
"Sick Sinus Syndrome", "Sick Sinus Syndrome"
"Gram-Positive Bacterial Infections", "Gram-Positive Bacterial Infections"
"Hemarthrosis", "Hemarthrosis"
"Myasthenic Syndromes, Congenital", "Myasthenic Syndromes, Congenital"
"Nevus, Sebaceous of Jadassohn", "Nevus, Sebaceous of Jadassohn"
"Neurofibrosarcoma", "Neurofibrosarcoma"
"Paraneoplastic Polyneuropathy", "Paraneoplastic Polyneuropathy"
"Alzheimer Disease", "Alzheimer Disease"
"Refractive Errors", "Refractive Errors"
"Colonic Diseases, Functional", "Colonic Diseases, Functional"
"Retroviridae Infections", "Retroviridae Infections"
"Adenoma, Villous", "Adenoma, Villous"
"Gingival Hyperplasia", "Gingival Hyperplasia"
"Hyperlipoproteinemia Type V", "Hyperlipoproteinemia Type V"
"Cartilage Diseases", "Cartilage Diseases"
"Polycystic Ovary Syndrome", "Polycystic Ovary Syndrome"
"Purpura, Thrombotic Thrombocytopenic", "Purpura, Thrombotic Thrombocytopenic"
"Solitary Fibrous Tumors", "Solitary Fibrous Tumors"
"Germinoma", "Germinoma"
"Entropion", "Entropion"
"Graft Occlusion, Vascular", "Graft Occlusion, Vascular"
"Aortic Rupture", "Aortic Rupture"
"Pulmonary Emphysema", "Pulmonary Emphysema"
"Pharyngeal Diseases", "Pharyngeal Diseases"
"Intracranial Arteriosclerosis", "Intracranial Arteriosclerosis"
"Blind Loop Syndrome", "Blind Loop Syndrome"
"Neoplasms, Multiple Primary", "Neoplasms, Multiple Primary"
"Paroxysmal Hemicrania", "Paroxysmal Hemicrania"
"Conjunctivitis, Bacterial", "Conjunctivitis, Bacterial"
"Otitis Media, Suppurative", "Otitis Media, Suppurative"
"Foot Ulcer", "Foot Ulcer"
"Malformations of Cortical Development", "Malformations of Cortical Development"
"Li-Fraumeni Syndrome", "Li-Fraumeni Syndrome"
"Exanthema", "Exanthema"
"Glomerulonephritis, Membranoproliferative", "Glomerulonephritis, Membranoproliferative"
"Pouchitis", "Pouchitis"
"Illness Behavior", "Illness Behavior"
"Glycogen Storage Disease Type II", "Glycogen Storage Disease Type II"
"Muscle Neoplasms", "Muscle Neoplasms"
"Pupil Disorders", "Pupil Disorders"
"Respiratory Hypersensitivity", "Respiratory Hypersensitivity"
"Ellis-Van Creveld Syndrome", "Ellis-Van Creveld Syndrome"
"Hearing Loss, Unilateral", "Hearing Loss, Unilateral"
"Cardiomyopathy, Restrictive", "Cardiomyopathy, Restrictive"
"Glaucoma, Open-Angle", "Glaucoma, Open-Angle"
"Adenocarcinoma in Situ", "Adenocarcinoma in Situ"
"Cubital Tunnel Syndrome", "Cubital Tunnel Syndrome"
"Graves Ophthalmopathy", "Graves Ophthalmopathy"
"Glossopharyngeal Nerve Diseases", "Glossopharyngeal Nerve Diseases"
"Focal Dermal Hypoplasia", "Focal Dermal Hypoplasia"
"Lichen Planus", "Lichen Planus"
"Andersen Syndrome", "Andersen Syndrome"
"Angina, Unstable", "Angina, Unstable"
"Labor Pain", "Labor Pain"
"Tay-Sachs Disease", "Tay-Sachs Disease"
"Cardiomyopathy, Hypertrophic", "Cardiomyopathy, Hypertrophic"
"Carcinoma, Embryonal", "Carcinoma, Embryonal"
"Multiple Sclerosis, Relapsing-Remitting", "Multiple Sclerosis, Relapsing-Remitting"
"Sexually Transmitted Diseases, Bacterial", "Sexually Transmitted Diseases, Bacterial"
"Marijuana Abuse", "Marijuana Abuse"
"Coronary Aneurysm", "Coronary Aneurysm"
"Fibrous Dysplasia of Bone", "Fibrous Dysplasia of Bone"
"Mitochondrial Myopathies", "Mitochondrial Myopathies"
"Infarction", "Infarction"
"Nephrosis", "Nephrosis"
"Duodenal Obstruction", "Duodenal Obstruction"
"Tuberculosis, Meningeal", "Tuberculosis, Meningeal"
"Sepsis", "Sepsis"
"Fever", "Fever"
"Plasma Cell Granuloma, Pulmonary", "Plasma Cell Granuloma, Pulmonary"
"Brenner Tumor", "Brenner Tumor"
"Sudden Infant Death", "Sudden Infant Death"
"Dyskeratosis Congenita", "Dyskeratosis Congenita"
"Micrognathism", "Micrognathism"
"Hyperlipoproteinemia Type II", "Hyperlipoproteinemia Type II"
"Placenta Diseases", "Placenta Diseases"
"Dermatitis, Perioral", "Dermatitis, Perioral"
"Penile Neoplasms", "Penile Neoplasms"
"Postpartum Hemorrhage", "Postpartum Hemorrhage"
"Sarcoma, Synovial", "Sarcoma, Synovial"
"Struma Ovarii", "Struma Ovarii"
"Tachypnea", "Tachypnea"
"Ulnar Nerve Compression Syndromes", "Ulnar Nerve Compression Syndromes"
"Paraneoplastic Syndromes, Nervous System", "Paraneoplastic Syndromes, Nervous System"
"Gynatresia", "Gynatresia"
"Gitelman Syndrome", "Gitelman Syndrome"
"Deafness", "Deafness"
"Aspergillosis", "Aspergillosis"
"Iliotibial Band Syndrome", "Iliotibial Band Syndrome"
"Protozoan Infections", "Protozoan Infections"
"Proteus Infections", "Proteus Infections"
"Myeloproliferative Disorders", "Myeloproliferative Disorders"
"Glioma, Subependymal", "Glioma, Subependymal"
"Calculi", "Calculi"
"Carcinoma", "Carcinoma"
"Chylothorax", "Chylothorax"
"Epispadias", "Epispadias"
"Polyradiculoneuropathy", "Polyradiculoneuropathy"
"Hyperoxia", "Hyperoxia"
"Filariasis", "Filariasis"
"Paresis", "Paresis"
"Colorectal Neoplasms", "Colorectal Neoplasms"
"Atrial Remodeling", "Atrial Remodeling"
"Limb Deformities, Congenital", "Limb Deformities, Congenital"
"Gingival Hypertrophy", "Gingival Hypertrophy"
"Lung Diseases, Obstructive", "Lung Diseases, Obstructive"
"Lymphoma, B-Cell", "Lymphoma, B-Cell"
"Carcinoma, Ductal", "Carcinoma, Ductal"
"Ventricular Flutter", "Ventricular Flutter"
"Thyroiditis, Subacute", "Thyroiditis, Subacute"
"Reactive Attachment Disorder", "Reactive Attachment Disorder"
"Radius Fractures", "Radius Fractures"
"Postpoliomyelitis Syndrome", "Postpoliomyelitis Syndrome"
"Uveal Diseases", "Uveal Diseases"
"Stomach Neoplasms", "Stomach Neoplasms"
"Eye Injuries, Penetrating", "Eye Injuries, Penetrating"
"Lung Diseases, Fungal", "Lung Diseases, Fungal"
"Craniomandibular Disorders", "Craniomandibular Disorders"
"Uterine Cervical Dysplasia", "Uterine Cervical Dysplasia"
"Phenylketonurias", "Phenylketonurias"
"Mitral Valve Insufficiency", "Mitral Valve Insufficiency"
"Erythromelalgia", "Erythromelalgia"
"Fractures, Stress", "Fractures, Stress"
"Hypohidrosis", "Hypohidrosis"
"Atypical Squamous Cells of the Cervix", "Atypical Squamous Cells of the Cervix"
"Virilism", "Virilism"
"Asthma, Aspirin-Induced", "Asthma, Aspirin-Induced"
"Syncope", "Syncope"
"Slow Virus Diseases", "Slow Virus Diseases"
"Rhinitis, Allergic, Seasonal", "Rhinitis, Allergic, Seasonal"
"Myalgia", "Myalgia"
"Takayasu Arteritis", "Takayasu Arteritis"
"Mercury Poisoning", "Mercury Poisoning"
"Viremia", "Viremia"
"Pericarditis, Constrictive", "Pericarditis, Constrictive"
"Tendon Entrapment", "Tendon Entrapment"
"Tibial Neuropathy", "Tibial Neuropathy"
"Thyroid Nodule", "Thyroid Nodule"
"Carcinoma, Acinar Cell", "Carcinoma, Acinar Cell"
"Heat Exhaustion", "Heat Exhaustion"
"Polyomavirus Infections", "Polyomavirus Infections"
"Weight Gain", "Weight Gain"
"Aphasia, Primary Progressive", "Aphasia, Primary Progressive"
"Iritis", "Iritis"
"Developmental Disabilities", "Developmental Disabilities"
"Hernia, Diaphragmatic", "Hernia, Diaphragmatic"
"Cholera", "Cholera"
"Transfusion Reaction", "Transfusion Reaction"
"Dermatitis, Photoallergic", "Dermatitis, Photoallergic"
"Inhalant Abuse", "Inhalant Abuse"
"Bronchopulmonary Dysplasia", "Bronchopulmonary Dysplasia"
