"Safflower oil, soybean oil, phospholipid emulsion", "Safflower oil, soybean oil, phospholipid emulsion"
"Cinnarizine", "Cinnarizine"
"Gentian Violet", "Gentian Violet"
"Antitoxins", "Antitoxins"
"Salmon calcitonin", "Salmon calcitonin"
"Immunotoxins", "Immunotoxins"
"Performance-Enhancing Substances", "Performance-Enhancing Substances"
"Oleuropein", "Oleuropein"
"Benidipine", "Benidipine"
"Sulperazone", "Sulperazone"
"Ferrosoferric Oxide", "Ferrosoferric Oxide"
"Vitamin K 3", "Vitamin K 3"
"Contraceptives, Oral", "Contraceptives, Oral"
"Indapamide, perindopril drug combination", "Indapamide, perindopril drug combination"
"Pigment epithelium-derived factor", "Pigment epithelium-derived factor"
"Primaquine", "Primaquine"
"Daminozide", "Daminozide"
"Chlormadinone Acetate", "Chlormadinone Acetate"
"Vitamin K 2", "Vitamin K 2"
"Norethindrone enanthate", "Norethindrone enanthate"
"omega-N-Methylarginine", "omega-N-Methylarginine"
"Vorinostat", "Vorinostat"
"Antidotes", "Antidotes"
"Serotonin and Noradrenaline Reuptake Inhibitors", "Serotonin and Noradrenaline Reuptake Inhibitors"
"Sisomicin", "Sisomicin"
"Technetium tc-99m tetrofosmin", "Technetium tc-99m tetrofosmin"
"Torsemide", "Torsemide"
"Deferoxamine", "Deferoxamine"
"Gabexate", "Gabexate"
"Castor Oil", "Castor Oil"
"Adenosine A1 Receptor Agonists", "Adenosine A1 Receptor Agonists"
"Varespladib methyl", "Varespladib methyl"
"Prolyl-Hydroxylase Inhibitors", "Prolyl-Hydroxylase Inhibitors"
"Aluminum hydroxide, magnesium hydroxide, drug combination", "Aluminum hydroxide, magnesium hydroxide, drug combination"
"Medroxyprogesterone Acetate", "Medroxyprogesterone Acetate"
"Plasminogen", "Plasminogen"
"Ciclesonide", "Ciclesonide"
"QS 21", "QS 21"
"Gossypol acetic acid", "Gossypol acetic acid"
"Sodium Salicylate", "Sodium Salicylate"
"1-Deoxynojirimycin", "1-Deoxynojirimycin"
"Cilazapril", "Cilazapril"
"Temazepam", "Temazepam"
"Amphetamine", "Amphetamine"
"Cefadroxil", "Cefadroxil"
"Bupivacaine", "Bupivacaine"
"Methaqualone", "Methaqualone"
"Maloprim", "Maloprim"
"Formaldehyde", "Formaldehyde"
"Rimexolone", "Rimexolone"
"Lobucavir", "Lobucavir"
"Betamethasone acetate", "Betamethasone acetate"
"Tissue Plasminogen Activator", "Tissue Plasminogen Activator"
"Caspofungin", "Caspofungin"
"Nordazepam", "Nordazepam"
"Dimethyl Sulfoxide", "Dimethyl Sulfoxide"
"Emtricitabine", "Emtricitabine"
"Bone Density Conservation Agents", "Bone Density Conservation Agents"
"Palonosetron", "Palonosetron"
"Calcineurin Inhibitors", "Calcineurin Inhibitors"
"Alverine", "Alverine"
"Calcifediol", "Calcifediol"
"Amiloride", "Amiloride"
"Genistein", "Genistein"
"Pyrazole", "Pyrazole"
"Papaverine", "Papaverine"
"Beclomethasone", "Beclomethasone"
"Sevelamer", "Sevelamer"
"Antineoplastic Agents, Hormonal", "Antineoplastic Agents, Hormonal"
"Maprotiline", "Maprotiline"
"Hydrocortisone-17-butyrate", "Hydrocortisone-17-butyrate"
"Halofantrine", "Halofantrine"
"Propyl Gallate", "Propyl Gallate"
"Nisoldipine", "Nisoldipine"
"Estrone", "Estrone"
"8-prenylnaringenin", "8-prenylnaringenin"
"Radezolid", "Radezolid"
"Histamine", "Histamine"
"Zopiclone", "Zopiclone"
"Vitremer", "Vitremer"
"Phentolamine", "Phentolamine"
"Grape Seed Extract", "Grape Seed Extract"
"3,3'-diindolylmethane", "3,3'-diindolylmethane"
"Hematinics", "Hematinics"
"Tulobuterol", "Tulobuterol"
"Complement C3", "Complement C3"
"Perazine", "Perazine"
"Torezolid", "Torezolid"
"Dopamine Antagonists", "Dopamine Antagonists"
"Fluorophosphate", "Fluorophosphate"
"Lenalidomide", "Lenalidomide"
"Levodopa", "Levodopa"
"Benztropine", "Benztropine"
"Cetirizine", "Cetirizine"
"Alatrofloxacin", "Alatrofloxacin"
"Nifurtimox", "Nifurtimox"
"Gamma-sitosterol", "Gamma-sitosterol"
"Hydromorphone", "Hydromorphone"
"Oritavancin", "Oritavancin"
"Asenapine", "Asenapine"
"Aminopterin", "Aminopterin"
"Carvedilol", "Carvedilol"
"2-methoxyestradiol", "2-methoxyestradiol"
"GABA-B Receptor Agonists", "GABA-B Receptor Agonists"
"Indapamide", "Indapamide"
"Gossypol", "Gossypol"
"Benzocaine", "Benzocaine"
"Retinol palmitate", "Retinol palmitate"
"Ribavirin", "Ribavirin"
"Phenethyl isothiocyanate", "Phenethyl isothiocyanate"
"Methadyl Acetate", "Methadyl Acetate"
"Fibrinolysin", "Fibrinolysin"
"Tramiprosate", "Tramiprosate"
"Dideoxynucleosides", "Dideoxynucleosides"
"Serotonin Antagonists", "Serotonin Antagonists"
"Alclometasone dipropionate", "Alclometasone dipropionate"
"Perflubron", "Perflubron"
"Cycloserine", "Cycloserine"
"Selenious Acid", "Selenious Acid"
"Cholecystokinin", "Cholecystokinin"
"Rimantadine", "Rimantadine"
"Fludarabine phosphate", "Fludarabine phosphate"
"Dexlansoprazole", "Dexlansoprazole"
"Anti-Inflammatory Agents", "Anti-Inflammatory Agents"
"Icatibant", "Icatibant"
"Testolactone", "Testolactone"
"Josamycin", "Josamycin"
"Bacampicillin", "Bacampicillin"
"Canertinib dihydrochloride", "Canertinib dihydrochloride"
"Olaratumab", "Olaratumab"
"Polygeline", "Polygeline"
"Niacinamide", "Niacinamide"
"Metyrapone", "Metyrapone"
"Peginterferon alfa-2a", "Peginterferon alfa-2a"
"7,7'-dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester", "7,7'-dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester"
"Staurosporine", "Staurosporine"
"Oxazolidinones", "Oxazolidinones"
"Anthralin", "Anthralin"
"Clopidogrel", "Clopidogrel"
"Hydrotalcite", "Hydrotalcite"
"Sodium arsenite", "Sodium arsenite"
"Peginterferon alfa-2b", "Peginterferon alfa-2b"
"Lipoxygenase Inhibitors", "Lipoxygenase Inhibitors"
"Mexidol", "Mexidol"
"Angiostatins", "Angiostatins"
"Vitamin B Complex", "Vitamin B Complex"
"Trihexyphenidyl", "Trihexyphenidyl"
"Antineoplastic Agents, Phytogenic", "Antineoplastic Agents, Phytogenic"
"Mandelic Acids", "Mandelic Acids"
"beta-Defensins", "beta-Defensins"
"Interleukin-12", "Interleukin-12"
"S 3304", "S 3304"
"Dihydrotachysterol", "Dihydrotachysterol"
"Trofosfamide", "Trofosfamide"
"Gold Sodium Thiomalate", "Gold Sodium Thiomalate"
"Oleoyl-estrone", "Oleoyl-estrone"
"Pepsin A", "Pepsin A"
"Sertindole", "Sertindole"
"Curare", "Curare"
"Sevoflurane", "Sevoflurane"
"Iloprost", "Iloprost"
"Insulin aspart, insulin aspart protamine drug combination 30:70", "Insulin aspart, insulin aspart protamine drug combination 30:70"
"Carbidopa, levodopa drug combination", "Carbidopa, levodopa drug combination"
"Mexiletine", "Mexiletine"
"Methylprednisolone", "Methylprednisolone"
"Benzydamine", "Benzydamine"
"Fanasil, pyrimethamine drug combination", "Fanasil, pyrimethamine drug combination"
"Iniparib", "Iniparib"
"Mitoxantrone", "Mitoxantrone"
"Doxepin", "Doxepin"
"Nandrolone phenpropionate", "Nandrolone phenpropionate"
"Dinoprost tromethamine", "Dinoprost tromethamine"
"Testosterone undecanoate", "Testosterone undecanoate"
"Tolnaftate", "Tolnaftate"
"Abamectin", "Abamectin"
"Vapreotide", "Vapreotide"
"Dexamethasone", "Dexamethasone"
"Calcitonin Gene-Related Peptide", "Calcitonin Gene-Related Peptide"
"4-phenylbutyric acid", "4-phenylbutyric acid"
"Laxatives", "Laxatives"
"Niraparib", "Niraparib"
"Milbemycin", "Milbemycin"
"Tipranavir", "Tipranavir"
"Guanfacine", "Guanfacine"
"Bosentan", "Bosentan"
"Semapimod", "Semapimod"
"Ibuprofen", "Ibuprofen"
"Pyrazinamide", "Pyrazinamide"
"Tizanidine", "Tizanidine"
"Fenugreek seed meal", "Fenugreek seed meal"
"Lamivudine, zidovudine drug combination", "Lamivudine, zidovudine drug combination"
"Cilostazol", "Cilostazol"
"Theophylline", "Theophylline"
"Fosbretabulin", "Fosbretabulin"
"Bradykinin", "Bradykinin"
"Lugol's solution", "Lugol's solution"
"Sodium thiosulfate", "Sodium thiosulfate"
"Trimethaphan", "Trimethaphan"
"Hydroxyzine", "Hydroxyzine"
"Liarozole", "Liarozole"
"Clotrimazole", "Clotrimazole"
"Denileukin diftitox", "Denileukin diftitox"
"Vanadyl sulfate", "Vanadyl sulfate"
"Arbaclofen placarbil", "Arbaclofen placarbil"
"Menthol", "Menthol"
"Desoximetasone", "Desoximetasone"
"Sodium fluoride topical preparation", "Sodium fluoride topical preparation"
"Elafin", "Elafin"
"Ubenimex", "Ubenimex"
"Safflower oil, soybean oil, lecithin emulsion", "Safflower oil, soybean oil, lecithin emulsion"
"Insulin, Regular, Pork", "Insulin, Regular, Pork"
"Chlorhexidine gluconate", "Chlorhexidine gluconate"
"Chenodeoxycholic Acid", "Chenodeoxycholic Acid"
"Gepirone", "Gepirone"
"Sulprostone", "Sulprostone"
"Matrix Metalloproteinase Inhibitors", "Matrix Metalloproteinase Inhibitors"
"Ganciclovir triphosphate", "Ganciclovir triphosphate"
"Sitafloxacin", "Sitafloxacin"
"8-epi-prostaglandin F2alpha", "8-epi-prostaglandin F2alpha"
"Miglustat", "Miglustat"
"Naluzotan", "Naluzotan"
"Cefixime", "Cefixime"
"Vardenafil Dihydrochloride", "Vardenafil Dihydrochloride"
"Dexamethasone acetate", "Dexamethasone acetate"
"Tetrabenazine", "Tetrabenazine"
"Tamsulosin", "Tamsulosin"
"Antioxidants", "Antioxidants"
"Cephalothin", "Cephalothin"
"Zolmitriptan", "Zolmitriptan"
"(1-6)-alpha-glucomannan", "(1-6)-alpha-glucomannan"
"Protective Agents", "Protective Agents"
"Givinostat hydrochloride", "Givinostat hydrochloride"
"Methyldopa", "Methyldopa"
"Tezosentan", "Tezosentan"
"Parasympatholytics", "Parasympatholytics"
"Penicillin G Benzathine", "Penicillin G Benzathine"
"Insulin, neutral", "Insulin, neutral"
"Thymol", "Thymol"
"Dirithromycin", "Dirithromycin"
"Sodium Selenite", "Sodium Selenite"
"Immunoglobulin Idiotypes", "Immunoglobulin Idiotypes"
"LHRH, N-acetyl-(4-chlorophenylalanyl)(1)-(4-chlorophenylalanyl)(2)-tryptophyl(3)-arginyl(6)-alanine(10)-", "LHRH, N-acetyl-(4-chlorophenylalanyl)(1)-(4-chlorophenylalanyl)(2)-tryptophyl(3)-arginyl(6)-alanine(10)-"
"Delapril", "Delapril"
"Linagliptin", "Linagliptin"
"Belimumab", "Belimumab"
"Dextroamphetamine", "Dextroamphetamine"
"Amino-acid, glucose, and electrolyte solution", "Amino-acid, glucose, and electrolyte solution"
"Bicalutamide", "Bicalutamide"
"Fotemustine", "Fotemustine"
"Myeloma Proteins", "Myeloma Proteins"
"Dacuronium", "Dacuronium"
"Vitamin B 6", "Vitamin B 6"
"Dorzolamide", "Dorzolamide"
"Amodiaquine", "Amodiaquine"
"Sodium Hypochlorite", "Sodium Hypochlorite"
"Locust bean gum", "Locust bean gum"
"Ularitide", "Ularitide"
"Crizotinib", "Crizotinib"
"TIMP1 protein, human", "TIMP1 protein, human"
"Gaboxadol", "Gaboxadol"
"Glucagon", "Glucagon"
"Colchicine", "Colchicine"
"Aluminum phosphate", "Aluminum phosphate"
"Azimilide", "Azimilide"
"Olmesartan", "Olmesartan"
"Permethrin", "Permethrin"
"Folic Acid Antagonists", "Folic Acid Antagonists"
"Technetium Tc 99m mebrofenin", "Technetium Tc 99m mebrofenin"
"MDL 100907", "MDL 100907"
"Imidacloprid", "Imidacloprid"
"Clonazepam", "Clonazepam"
"Chlorquinaldol", "Chlorquinaldol"
"Insulin Glargine", "Insulin Glargine"
"Perphenazine", "Perphenazine"
"Raltitrexed", "Raltitrexed"
"Squalamine", "Squalamine"
"Midazolam", "Midazolam"
"Rimonabant", "Rimonabant"
"Noracycline", "Noracycline"
"Complement System Proteins", "Complement System Proteins"
"Poractant alfa", "Poractant alfa"
"Carisoprodol", "Carisoprodol"
"N-Methyl-3,4-methylenedioxyamphetamine", "N-Methyl-3,4-methylenedioxyamphetamine"
"Butenafine", "Butenafine"
"Carticaine", "Carticaine"
"Sucrose polyester", "Sucrose polyester"
"Exemestane", "Exemestane"
"Probucol", "Probucol"
"Delavirdine", "Delavirdine"
"Palbociclib", "Palbociclib"
"Viloxazine", "Viloxazine"
"Dexetimide", "Dexetimide"
"Nefazodone", "Nefazodone"
"Oxytocics", "Oxytocics"
"Ramatroban", "Ramatroban"
"Abiraterone Acetate", "Abiraterone Acetate"
"Phenol", "Phenol"
"Cyclooxygenase 2 Inhibitors", "Cyclooxygenase 2 Inhibitors"
"Phenylpropanolamine", "Phenylpropanolamine"
"Tipifarnib", "Tipifarnib"
"Antimanic Agents", "Antimanic Agents"
"Antivenins", "Antivenins"
"Hormones, Hormone Substitutes, and Hormone Antagonists", "Hormones, Hormone Substitutes, and Hormone Antagonists"
"Venetoclax", "Venetoclax"
"Lornoxicam", "Lornoxicam"
"5-Hydroxytryptophan", "5-Hydroxytryptophan"
"Vitamin B 12", "Vitamin B 12"
"Bilirubin", "Bilirubin"
"Valdecoxib", "Valdecoxib"
"Racecadotril", "Racecadotril"
"Triamcinolone diacetate", "Triamcinolone diacetate"
"Riboflavin", "Riboflavin"
"Amodiaquine, artesunate drug combination", "Amodiaquine, artesunate drug combination"
"Cefotetan", "Cefotetan"
"N,N'-monomethylenebis(pyridiniumaldoxime)", "N,N'-monomethylenebis(pyridiniumaldoxime)"
"Phenazepam", "Phenazepam"
"Pramlintide", "Pramlintide"
"Mupirocin", "Mupirocin"
"Estradiol", "Estradiol"
"Fasudil", "Fasudil"
"Cefazolin", "Cefazolin"
"Ciprofibrate", "Ciprofibrate"
"Olmesartan Medoxomil", "Olmesartan Medoxomil"
"Daidzein", "Daidzein"
"Racivir", "Racivir"
"Adrenergic Agents", "Adrenergic Agents"
"Thioacetazone", "Thioacetazone"
"8-((1-(3,5-bis(trifluoromethyl)phenyl)ethoxy)methyl)-8-phenyl-1,7-diazaspiro(4,5)decan-2-one", "8-((1-(3,5-bis(trifluoromethyl)phenyl)ethoxy)methyl)-8-phenyl-1,7-diazaspiro(4,5)decan-2-one"
"Radium Ra 223 dichloride", "Radium Ra 223 dichloride"
"Hydroquinidine", "Hydroquinidine"
"Econazole", "Econazole"
"Diflucortolone valerate", "Diflucortolone valerate"
"Satavaptan", "Satavaptan"
"Hypericin", "Hypericin"
"Tetracaine", "Tetracaine"
"Carbon-11 methionine", "Carbon-11 methionine"
"Rotigotine", "Rotigotine"
"Olaflur", "Olaflur"
"Nalidixic Acid", "Nalidixic Acid"
"Clavulanic Acid", "Clavulanic Acid"
"Tretinoin", "Tretinoin"
"Tegafur", "Tegafur"
"Atorvastatin Calcium", "Atorvastatin Calcium"
"Tenecteplase", "Tenecteplase"
"Trabectedin", "Trabectedin"
"Diphosphonates", "Diphosphonates"
"Dulaglutide", "Dulaglutide"
"Repaglinide", "Repaglinide"
"Sulpiride", "Sulpiride"
"Hydroxychloroquine", "Hydroxychloroquine"
"Dicyclomine", "Dicyclomine"
"Aspirin, aluminum hydroxide, magnesium hydroxide drug combination", "Aspirin, aluminum hydroxide, magnesium hydroxide drug combination"
"Cangrelor", "Cangrelor"
"Chlorprothixene", "Chlorprothixene"
"Brivudine", "Brivudine"
"Drotaverin", "Drotaverin"
"Imatinib Mesylate", "Imatinib Mesylate"
"Nimorazole", "Nimorazole"
"Salicylates", "Salicylates"
"Amphotericin B", "Amphotericin B"
"KRM 1648", "KRM 1648"
"Sodium Channel Blockers", "Sodium Channel Blockers"
"Glipizide", "Glipizide"
"Alprazolam", "Alprazolam"
"Antistreptolysin", "Antistreptolysin"
"Anti-HIV Agents", "Anti-HIV Agents"
"Dexmedetomidine", "Dexmedetomidine"
"Gemcitabine", "Gemcitabine"
"Phenylacetic acid", "Phenylacetic acid"
"Yohimbine", "Yohimbine"
"Eptifibatide", "Eptifibatide"
"Complement C1 Inactivator Proteins", "Complement C1 Inactivator Proteins"
"Cytochrome P-450 CYP3A Inducers", "Cytochrome P-450 CYP3A Inducers"
"Fluprednisolone", "Fluprednisolone"
"Gastrin-Releasing Peptide", "Gastrin-Releasing Peptide"
"Valproic Acid", "Valproic Acid"
"Fentanyl", "Fentanyl"
"Clemastine", "Clemastine"
"Dynorphins", "Dynorphins"
"Dimethyl sulfone", "Dimethyl sulfone"
"Tranilast", "Tranilast"
"Paromomycin", "Paromomycin"
"Aristolochic acid I", "Aristolochic acid I"
"Chlorotrianisene", "Chlorotrianisene"
"Pirenzepine", "Pirenzepine"
"Galantamine", "Galantamine"
"Floxacillin", "Floxacillin"
"Pimozide", "Pimozide"
"7-(3-aminohexahydro-1H-azepin-1-yl)-8-chloro-1-cyclopropyl-6-fluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acid", "7-(3-aminohexahydro-1H-azepin-1-yl)-8-chloro-1-cyclopropyl-6-fluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acid"
"Estazolam", "Estazolam"
"Immunoglobulins", "Immunoglobulins"
"Amoxicillin-Potassium Clavulanate Combination", "Amoxicillin-Potassium Clavulanate Combination"
"Clopenthixol", "Clopenthixol"
"Secretory Leukocyte Peptidase Inhibitor", "Secretory Leukocyte Peptidase Inhibitor"
"Oxatomide", "Oxatomide"
"Kallikreins", "Kallikreins"
"Ixekizumab", "Ixekizumab"
"Belotecan", "Belotecan"
"Trisequens", "Trisequens"
"Angiotensin II", "Angiotensin II"
"PRO-140 monoclonal antibody", "PRO-140 monoclonal antibody"
"Hydroxocobalamin", "Hydroxocobalamin"
"Erythromycin Estolate", "Erythromycin Estolate"
"Copper Sulfate", "Copper Sulfate"
"MEN 11420", "MEN 11420"
"Carbaspirin calcium", "Carbaspirin calcium"
"Dermatologic Agents", "Dermatologic Agents"
"Fialuridine", "Fialuridine"
"Mesalamine", "Mesalamine"
"Buserelin", "Buserelin"
"Amibegron", "Amibegron"
"Oxybenzone", "Oxybenzone"
"Captopril, hydrochlorothiazide drug combination", "Captopril, hydrochlorothiazide drug combination"
"Gatifloxacin", "Gatifloxacin"
"Methyl 5-aminolevulinate", "Methyl 5-aminolevulinate"
"Vitamin A", "Vitamin A"
"Pilocarpine", "Pilocarpine"
"Tolfenamic acid", "Tolfenamic acid"
"Pramoxine", "Pramoxine"
"Atracurium", "Atracurium"
"Triacetin", "Triacetin"
"Lorazepam", "Lorazepam"
"Phenytoin", "Phenytoin"
"Acyclovir", "Acyclovir"
"Amphotericin B, deoxycholate drug combination", "Amphotericin B, deoxycholate drug combination"
"3'-azido-3'-deoxythymidine 5'-triphosphate", "3'-azido-3'-deoxythymidine 5'-triphosphate"
"Nitrofurantoin", "Nitrofurantoin"
"Histamine phosphate", "Histamine phosphate"
"Tropicamide", "Tropicamide"
"Muscimol", "Muscimol"
"Mustard Gas", "Mustard Gas"
"Azithromycin", "Azithromycin"
"Dihydrotestosterone", "Dihydrotestosterone"
"Selective Estrogen Receptor Modulators", "Selective Estrogen Receptor Modulators"
"Terbutaline", "Terbutaline"
"Orlistat", "Orlistat"
"Verteporfin", "Verteporfin"
"Dofetilide", "Dofetilide"
"Adrenergic beta-1 Receptor Antagonists", "Adrenergic beta-1 Receptor Antagonists"
"Potassium phosphate", "Potassium phosphate"
"Succimer", "Succimer"
"Trichlormethiazide", "Trichlormethiazide"
"Naringenin", "Naringenin"
"Piperaquine", "Piperaquine"
"Carbopol 940", "Carbopol 940"
"Chorionic Gonadotropin", "Chorionic Gonadotropin"
"Ceftriaxone", "Ceftriaxone"
"Isophosphamide mustard", "Isophosphamide mustard"
"Fosaprepitant", "Fosaprepitant"
"Selamectin", "Selamectin"
"Indirubin", "Indirubin"
"Phentermine", "Phentermine"
"Insulin, Long-Acting", "Insulin, Long-Acting"
"Ticarcillin-clavulanic acid", "Ticarcillin-clavulanic acid"
"Antibodies, Anti-Idiotypic", "Antibodies, Anti-Idiotypic"
"Estradiol valerate", "Estradiol valerate"
"Biguanides", "Biguanides"
"Simeprevir", "Simeprevir"
"Nandrolone decanoate", "Nandrolone decanoate"
"Micafungin", "Micafungin"
"Amorolfine", "Amorolfine"
"Iproplatin", "Iproplatin"
"Cytochrome P-450 CYP1A2 Inhibitors", "Cytochrome P-450 CYP1A2 Inhibitors"
"Squaric acid dibutyl ester", "Squaric acid dibutyl ester"
"Trichosanthin", "Trichosanthin"
"Excitatory Amino Acids", "Excitatory Amino Acids"
"Mitiglinide", "Mitiglinide"
"Antigen-Antibody Complex", "Antigen-Antibody Complex"
"Binodenoson", "Binodenoson"
"Leucovorin", "Leucovorin"
"Nortriptyline", "Nortriptyline"
"Prednisolone acetate", "Prednisolone acetate"
"Integrase Inhibitors", "Integrase Inhibitors"
"Flurbiprofen", "Flurbiprofen"
"Antiparkinson Agents", "Antiparkinson Agents"
"Cisplatin", "Cisplatin"
"Ergonovine", "Ergonovine"
"Testosterone 17 beta-cypionate", "Testosterone 17 beta-cypionate"
"Indoleacetic Acids", "Indoleacetic Acids"
"Cilnidipine", "Cilnidipine"
"Nadolol", "Nadolol"
"Neomycin", "Neomycin"
"Echothiophate Iodide", "Echothiophate Iodide"
"1 alpha,24-dihydroxyvitamin D3", "1 alpha,24-dihydroxyvitamin D3"
"Choline magnesium trisalicylate", "Choline magnesium trisalicylate"
"Labetalol", "Labetalol"
"Immunoglobulin Fc Fragments", "Immunoglobulin Fc Fragments"
"Enkephalins", "Enkephalins"
"Ledipasvir, sofosbuvir drug combination", "Ledipasvir, sofosbuvir drug combination"
"Diacetylrhein", "Diacetylrhein"
"Pulmonary Surfactants", "Pulmonary Surfactants"
"Ether", "Ether"
"Angiotensin Receptor Antagonists", "Angiotensin Receptor Antagonists"
"Cyclopentolate", "Cyclopentolate"
"Loxoprofen", "Loxoprofen"
"Antidepressive Agents, Tricyclic", "Antidepressive Agents, Tricyclic"
"Verapamil", "Verapamil"
"Adefovir dipivoxil", "Adefovir dipivoxil"
"Lofexidine", "Lofexidine"
"Keyhole-limpet hemocyanin", "Keyhole-limpet hemocyanin"
"Nitroprusside", "Nitroprusside"
"Meloxicam", "Meloxicam"
"Enalaprilat", "Enalaprilat"
"Anticonvulsants", "Anticonvulsants"
"Iclaprim", "Iclaprim"
"Nafamostat", "Nafamostat"
"Flurazepam", "Flurazepam"
"Aclarubicin", "Aclarubicin"
"bis-neodecanoato-1,2-diaminocyclohexaneplatinum(II)", "bis-neodecanoato-1,2-diaminocyclohexaneplatinum(II)"
"Diketopiperazines", "Diketopiperazines"
"Dipivefrin", "Dipivefrin"
"Human neutrophil peptide 1", "Human neutrophil peptide 1"
"Selexipag", "Selexipag"
"Kaolin", "Kaolin"
"Naratriptan", "Naratriptan"
"Sunitinib", "Sunitinib"
"Benzimidazole", "Benzimidazole"
"3-(2,4-dimethoxybenzylidene)anabaseine", "3-(2,4-dimethoxybenzylidene)anabaseine"
"Bismuth subsalicylate", "Bismuth subsalicylate"
"Picolinic acid", "Picolinic acid"
"Insulin, pork; isophane insulin, pork drug combination 30:70", "Insulin, pork; isophane insulin, pork drug combination 30:70"
"Cocaine", "Cocaine"
"Glycyrrhizic Acid", "Glycyrrhizic Acid"
"Progestins", "Progestins"
"Dihydrocodeine", "Dihydrocodeine"
"Tibolone", "Tibolone"
"5-alpha Reductase Inhibitors", "5-alpha Reductase Inhibitors"
"Ibipinabant", "Ibipinabant"
"Quinidine gluconate", "Quinidine gluconate"
"Rucaparib", "Rucaparib"
"Rocuronium", "Rocuronium"
"Cytidine Diphosphate Choline", "Cytidine Diphosphate Choline"
"Opicapone", "Opicapone"
"Abarelix", "Abarelix"
"Molybdenum", "Molybdenum"
"Tetraethylammonium", "Tetraethylammonium"
"Ibandronic acid", "Ibandronic acid"
"9-aminocamptothecin", "9-aminocamptothecin"
"GEL protein, Gelonium multiflorum", "GEL protein, Gelonium multiflorum"
"Proguanil", "Proguanil"
"Desogestrel", "Desogestrel"
"Ofloxacin", "Ofloxacin"
"Cefaclor", "Cefaclor"
"Nystatin", "Nystatin"
"Oxymetazoline", "Oxymetazoline"
"Ropivacaine", "Ropivacaine"
"Marimastat", "Marimastat"
"Methenamine", "Methenamine"
"Hydroxyflutamide", "Hydroxyflutamide"
"Hydroquinone", "Hydroquinone"
"CD4 Immunoadhesins", "CD4 Immunoadhesins"
"Apraclonidine", "Apraclonidine"
"Hydrocortisone", "Hydrocortisone"
"Drospirenone", "Drospirenone"
"Bucillamine", "Bucillamine"
"Cortisol succinate", "Cortisol succinate"
"Prednisolone phosphate", "Prednisolone phosphate"
"Aluminum hydroxide, magnesium hydroxide, simethicone drug combination", "Aluminum hydroxide, magnesium hydroxide, simethicone drug combination"
"Orphenadrine", "Orphenadrine"
"Diflucortolone", "Diflucortolone"
"Hepcidins", "Hepcidins"
"Aminosalicylic Acid", "Aminosalicylic Acid"
"Atreleuton", "Atreleuton"
"Chlormethiazole", "Chlormethiazole"
"Root Canal Irrigants", "Root Canal Irrigants"
"Vitamins", "Vitamins"
"Prednisolone hemisuccinate", "Prednisolone hemisuccinate"
"Deferasirox", "Deferasirox"
"Red yeast rice", "Red yeast rice"
"Geranylgeranylacetone", "Geranylgeranylacetone"
"Apixaban", "Apixaban"
"Thyrotropin-Releasing Hormone", "Thyrotropin-Releasing Hormone"
"Interleukin-2", "Interleukin-2"
"Antipsychotic Agents", "Antipsychotic Agents"
"Eflornithine", "Eflornithine"
"Ursolic acid", "Ursolic acid"
"HIV Antibodies", "HIV Antibodies"
"Mitolactol", "Mitolactol"
"Nandrolone", "Nandrolone"
"Ropinirole", "Ropinirole"
"Udenafil", "Udenafil"
"Purinergic P1 Receptor Antagonists", "Purinergic P1 Receptor Antagonists"
"Quercetin", "Quercetin"
"ALKS-33", "ALKS-33"
"Atropine sulfate-diphenoxylate hydrochloride drug combination", "Atropine sulfate-diphenoxylate hydrochloride drug combination"
"Piperazine citrate", "Piperazine citrate"
"Ferrous fumarate", "Ferrous fumarate"
"Mibefradil", "Mibefradil"
"Remifentanil", "Remifentanil"
"Potassium iodate", "Potassium iodate"
"Botulinum Antitoxin", "Botulinum Antitoxin"
"Famotidine", "Famotidine"
"Benzenesulfonamide", "Benzenesulfonamide"
"Flupirtine", "Flupirtine"
"Antipyretics", "Antipyretics"
"Reboxetine", "Reboxetine"
"Fluoxetine", "Fluoxetine"
"Silicon phthalocyanine", "Silicon phthalocyanine"
"Isophane insulin, insulin lispro drug combination 50:50", "Isophane insulin, insulin lispro drug combination 50:50"
"Procyanidin", "Procyanidin"
"Astressin", "Astressin"
"Mechlorethamine", "Mechlorethamine"
"Benfluorex", "Benfluorex"
"L 647318", "L 647318"
"Tafenoquine", "Tafenoquine"
"Chlormezanone", "Chlormezanone"
"Protein S", "Protein S"
"Ophthalmic Solutions", "Ophthalmic Solutions"
"Mebeverine", "Mebeverine"
"Tesmilifene", "Tesmilifene"
"Anticoagulants", "Anticoagulants"
"Antidepressive Agents", "Antidepressive Agents"
"Nitrendipine", "Nitrendipine"
"Ranitidine", "Ranitidine"
"Plasminogen Activator Inhibitor 1", "Plasminogen Activator Inhibitor 1"
"Gramicidin", "Gramicidin"
"Gefarnate", "Gefarnate"
"Daratumumab", "Daratumumab"
"Ceftobiprole", "Ceftobiprole"
"Early pregnancy factor", "Early pregnancy factor"
"Letrozole", "Letrozole"
"Dialysis Solutions", "Dialysis Solutions"
